,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
400,2020,MI,FT,BI Data Analyst,98000,USD,98000,US,0,US,M
401,2022,SE,FT,Data Analyst,110000,USD,110000,US,0,US,M
402,2024,EN,FT,Data Analyst,77265,USD,77265,US,0,US,M
403,2023,SE,FT,Data Analyst,74400,USD,74400,US,100,US,M
404,2024,SE,FT,Machine Learning Engineer,182000,USD,182000,US,0,US,M
405,2024,MI,FT,Data Modeler,185800,USD,185800,US,0,US,M
406,2023,MI,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
407,2024,MI,FT,Data Engineer,75000,USD,75000,US,100,US,M
408,2023,MI,FT,ETL Engineer,47500,GBP,58444,GB,100,GB,M
409,2022,SE,FT,Data Science Manager,249260,USD,249260,US,0,US,M
410,2023,MI,FT,Machine Learning Engineer,285000,USD,285000,US,0,US,L
411,2023,SE,FT,Data Engineer,123000,USD,123000,US,0,US,M
413,2023,SE,FT,Research Scientist,248100,USD,248100,US,0,US,M
414,2023,SE,FT,Decision Scientist,142200,USD,142200,US,0,US,M
415,2023,SE,FT,Research Engineer,133000,USD,133000,US,0,US,M
416,2024,SE,FT,Machine Learning Scientist,242000,CAD,186153,CA,0,CA,M
418,2023,SE,FT,Machine Learning Engineer,115000,USD,115000,US,100,US,M
419,2024,MI,FT,Business Intelligence Manager,164700,USD,164700,US,0,US,M
420,2023,SE,FT,Applied Scientist,230000,USD,230000,US,100,US,M
421,2023,SE,FT,Data Engineer,178000,USD,178000,US,100,US,M
422,2023,SE,FT,Data Scientist,135000,USD,135000,US,100,US,M
423,2023,SE,FT,Data Engineer,250000,USD,250000,US,100,US,M
424,2023,SE,FT,Data Engineer,90700,USD,90700,US,0,US,M
425,2023,MI,FT,Data Engineer,80000,USD,80000,ES,100,ES,M
426,2023,SE,FT,Research Scientist,159300,USD,159300,US,0,US,M
427,2024,SE,FT,Business Intelligence,132600,USD,132600,US,0,US,M
428,2022,MI,FT,Data Analyst,109000,USD,109000,US,0,US,M
429,2023,SE,FT,Data Engineer,140100,USD,140100,US,0,US,M
430,2024,MI,FT,Data Scientist,147800,USD,147800,US,0,US,M
431,2023,SE,FT,Data Analyst,80000,USD,80000,US,100,US,S
432,2024,SE,FT,Machine Learning Engineer,225000,USD,225000,US,0,US,M
433,2024,SE,FT,Data Scientist,117400,USD,117400,US,0,US,M
434,2023,MI,FT,Data Specialist,73000,USD,73000,US,100,US,M
435,2024,SE,FT,Data Scientist,236400,USD,236400,US,0,US,M
436,2023,MI,FT,Data Scientist,166000,USD,166000,US,0,US,M
437,2023,SE,FT,Data Infrastructure Engineer,151090,USD,151090,US,0,US,M
438,2020,MI,FT,Product Data Analyst,20000,USD,20000,HN,0,HN,S
439,2023,SE,FT,Data Analyst,116000,USD,116000,US,100,US,M
440,2023,EN,FT,Business Intelligence Analyst,40000,GBP,49216,GB,0,GB,M
441,2023,SE,FT,Analytics Engineer,130000,USD,130000,CA,0,CA,M
442,2024,EN,FT,Research Analyst,49452,USD,49452,US,0,US,M
443,2024,MI,FT,Data Scientist,170200,USD,170200,US,0,US,M
444,2023,SE,FT,Data Manager,155000,USD,155000,US,0,US,M
445,2022,SE,FT,Data Analyst,170000,USD,170000,US,100,US,M
446,2024,MI,FT,ML Engineer,140000,USD,140000,US,0,US,M
447,2023,MI,FT,Data Engineer,88000,USD,88000,CO,0,CO,M
448,2024,EN,FT,Data Analyst,192500,USD,192500,US,0,US,M
449,2022,EX,FT,Data Engineer,239000,USD,239000,US,100,US,M
450,2024,SE,FT,Data Engineer,165100,USD,165100,US,0,US,M
451,2024,MI,FT,Data Scientist,115000,USD,115000,US,0,US,M
452,2023,SE,FT,BI Analyst,147000,USD,147000,US,100,US,M
453,2023,EN,FT,Data Engineer,80000,USD,80000,US,0,US,M
454,2024,SE,FT,Data Scientist,125000,USD,125000,US,0,US,M
456,2023,SE,FT,Data Analyst,140000,USD,140000,US,0,US,M
457,2023,SE,FT,Data Scientist,190200,USD,190200,US,0,US,M
458,2023,EN,FT,Data Management Analyst,50000,USD,50000,US,0,US,M
459,2024,EN,FT,Data Management Analyst,50000,USD,50000,US,0,US,M
460,2023,MI,FT,Machine Learning Engineer,50000,USD,50000,AM,0,AM,S
461,2024,SE,FT,Analytics Engineer,720000,USD,720000,US,0,US,M
462,2023,SE,FT,Data Analyst,84400,USD,84400,US,0,US,M
464,2024,EN,FT,Applied Scientist,104000,USD,104000,US,100,US,M
465,2023,SE,FT,Data Analyst,78000,USD,78000,US,100,US,M
466,2023,SE,FT,Business Intelligence Engineer,156400,USD,156400,US,0,US,M
467,2024,SE,FT,Data Scientist,151000,USD,151000,US,0,US,M
468,2024,MI,FT,Data Engineer,150000,USD,150000,US,0,US,M
469,2023,SE,FT,Data Scientist,110000,USD,110000,US,100,US,M
471,2023,MI,FT,Data Analyst,143000,USD,143000,US,0,US,M
473,2022,SE,FT,Data Engineer,75000,USD,75000,US,0,US,M
474,2023,SE,FT,Machine Learning Engineer,119700,USD,119700,US,0,US,M
475,2023,SE,FT,Data Engineer,146000,USD,146000,US,100,US,M
476,2023,MI,FT,Data Analyst,115950,USD,115950,US,0,US,M
477,2023,SE,FT,Data Scientist,160000,USD,160000,US,100,US,M
478,2023,SE,FT,Data Scientist,222750,USD,222750,US,0,US,M
479,2024,MI,FT,Data Analyst,150000,USD,150000,US,100,US,M
480,2024,SE,FT,Data Scientist,212000,USD,212000,US,0,US,M
481,2024,SE,FT,Research Scientist,211900,USD,211900,US,0,US,M
482,2023,SE,FT,Business Intelligence Analyst,112000,USD,112000,CA,0,CA,M
483,2023,MI,FT,Data Analyst,101000,USD,101000,US,0,US,M
484,2023,SE,FT,ML Engineer,365630,USD,365630,US,0,US,M
486,2024,SE,FT,Machine Learning Engineer,216800,USD,216800,US,100,US,M
487,2023,MI,FT,Data Analyst,100000,USD,100000,US,100,US,M
488,2023,EN,FT,Data Scientist,132200,USD,132200,GB,0,GB,M
489,2023,MI,FT,Data Engineer,111000,USD,111000,US,100,US,M
490,2023,SE,FT,Data Analyst,45000,GBP,55368,CF,100,CF,M
491,2023,SE,FT,Data Scientist,148800,USD,148800,US,0,US,M
492,2023,SE,FT,Data Scientist,104650,USD,104650,US,100,US,M
493,2023,SE,FT,Data Analyst,230000,USD,230000,US,0,US,M
495,2023,SE,FT,Data Engineer,166000,USD,166000,US,0,US,M
496,2023,MI,FT,Data Architect,100000,USD,100000,US,0,US,M
497,2023,MI,FT,Data Analyst,130000,USD,130000,US,0,US,M
498,2023,SE,FT,Research Scientist,250000,USD,250000,US,0,US,M
499,2023,EN,FT,ML Engineer,130000,USD,130000,US,0,US,M
500,2023,MI,FT,Data Analyst,866000,PHP,15680,PH,50,PH,L
501,2023,SE,FT,Machine Learning Engineer,234500,USD,234500,US,0,US,M
502,2023,SE,FT,Data Scientist,170500,USD,170500,CA,100,CA,M
503,2023,SE,FT,Data Scientist,207900,USD,207900,US,0,US,M
504,2023,MI,FT,Data Analyst,59500,USD,59500,US,0,US,M
506,2021,SE,FT,Principal Data Analyst,170000,USD,170000,US,100,US,M
507,2023,SE,FT,Data Engineer,82900,USD,82900,IN,0,IN,M
508,2023,EN,FT,Data Scientist,156450,USD,156450,US,100,US,M
509,2024,MI,FT,Machine Learning Engineer,177100,USD,177100,US,0,US,M
510,2024,EX,FT,Data Scientist,125000,USD,125000,US,0,US,M
512,2023,SE,FT,Research Scientist,145900,USD,145900,US,0,US,M
513,2023,MI,FT,Data Engineer,179000,USD,179000,US,0,US,M
515,2024,MI,FT,Data Scientist,111600,USD,111600,US,0,US,L
516,2023,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
517,2022,SE,FT,Data Scientist,180000,USD,180000,US,100,US,L
518,2024,SE,FT,Research Scientist,127300,USD,127300,US,0,US,L
519,2022,SE,FT,Data Scientist,141525,USD,141525,US,100,US,M
520,2023,SE,FT,Data Scientist,164000,USD,164000,US,100,US,M
521,2023,SE,FT,Data Scientist,257000,USD,257000,US,100,US,M
522,2023,SE,FT,Data Engineer,122000,USD,122000,US,0,US,M
523,2024,SE,FT,Data Scientist,297000,USD,297000,US,0,US,M
524,2022,SE,FT,Data Scientist,155000,USD,155000,US,100,US,M
525,2023,SE,FT,Data Analyst,55000,USD,55000,US,0,US,M
526,2023,SE,FT,Machine Learning Engineer,200000,USD,200000,US,100,US,M
527,2023,SE,FT,Data Analyst,187000,USD,187000,US,0,US,M
528,2024,MI,FT,Business Intelligence,100000,USD,100000,US,0,US,M
529,2024,SE,FT,Research Engineer,235680,USD,235680,US,0,US,M
531,2023,SE,FT,Data Architect,175564,USD,175564,US,100,US,M
532,2023,EX,FT,Analytics Engineer,170000,USD,170000,US,0,US,M
533,2024,SE,FT,Data Scientist,130000,USD,130000,US,0,US,M
534,2023,SE,FT,Data Analyst,169000,USD,169000,US,0,US,M
535,2024,SE,FT,Data Architect,299792,USD,299792,US,0,US,M
536,2023,EN,FT,Data Scientist,70000,USD,70000,US,0,US,M
537,2023,SE,FT,Applied Scientist,133500,USD,133500,US,0,US,M
538,2024,EN,FT,Research Analyst,116000,USD,116000,US,100,US,M
539,2023,EN,FT,Data Analyst,74300,USD,74300,US,100,US,M
540,2022,SE,FT,Data Architect,250000,USD,250000,US,0,US,M
541,2024,MI,FT,Data Engineer,115000,USD,115000,US,100,US,M
542,2022,SE,FT,Machine Learning Engineer,129300,USD,129300,US,0,US,M
543,2023,EX,FT,Data Engineer,167500,USD,167500,US,0,US,M
544,2023,SE,FT,Machine Learning Engineer,197400,USD,197400,US,0,US,M
545,2023,SE,FT,Data Strategist,125000,USD,125000,US,100,US,M
546,2024,MI,FT,Data Analyst,134400,USD,134400,US,0,US,M
547,2023,SE,FT,Data Analyst,130000,USD,130000,US,0,US,M
548,2023,SE,FT,Analytics Engineer,150000,USD,150000,US,100,US,M
550,2023,SE,FT,Machine Learning Engineer,66000,USD,66000,US,0,US,M
551,2024,MI,FT,Business Intelligence Analyst,125000,USD,125000,US,0,US,M
552,2023,SE,FT,Data Scientist,185900,USD,185900,US,0,US,M
553,2023,SE,FT,Data Scientist,220000,USD,220000,US,0,US,M
555,2022,MI,FT,Data Analyst,150000,USD,150000,US,0,US,M
556,2023,SE,FT,Data Scientist,210000,USD,210000,US,0,US,M
557,2024,EN,FT,Data Science,65000,EUR,72222,DE,0,DE,M
558,2024,SE,FT,Data Engineer,188000,USD,188000,US,0,US,M
560,2023,SE,FT,Data Architect,113900,USD,113900,US,100,US,M
561,2022,SE,FT,Data Engineer,80000,USD,80000,US,100,US,M
562,2023,SE,FT,Data Modeler,258700,USD,258700,US,0,US,M
563,2023,MI,FT,Data Analyst,36000,USD,36000,US,100,US,M
564,2023,SE,FT,Data Engineer,160000,USD,160000,US,0,US,M
565,2024,MI,FT,Data Analyst,135000,USD,135000,US,0,US,M
566,2024,MI,FT,Research Scientist,100400,USD,100400,US,0,US,L
567,2023,MI,FT,Data Engineer,130000,USD,130000,US,0,US,M
568,2023,SE,FT,Applied Scientist,192000,USD,192000,US,100,US,M
569,2022,SE,FT,Data Engineer,160395,USD,160395,US,100,US,M
571,2024,SE,FT,Data Architect,165000,USD,165000,US,100,US,M
572,2024,MI,FT,Data Engineer,154000,USD,154000,US,0,US,M
573,2023,MI,FT,Machine Learning Engineer,125000,USD,125000,US,0,US,M
575,2024,SE,FT,Data Scientist,145000,USD,145000,US,100,US,M
576,2023,SE,FT,AI Architect,330000,USD,330000,US,0,US,M
577,2023,SE,FT,AI Engineer,106200,USD,106200,US,0,US,M
578,2024,SE,FT,Analytics Engineer,153018,USD,153018,US,0,US,M
579,2023,SE,FT,Data Engineer,178500,USD,178500,US,0,US,M
580,2023,SE,FT,Data Engineer,194000,USD,194000,US,0,US,M
581,2023,SE,FT,Data Analyst,240500,USD,240500,US,0,US,M
583,2023,SE,FT,Data Scientist,165000,USD,165000,US,0,US,M
584,2022,MI,FT,Data Engineer,120000,USD,120000,US,100,US,M
585,2023,SE,FT,Data Analyst,140000,USD,140000,US,100,US,M
587,2023,SE,FT,Machine Learning Engineer,130000,EUR,140358,DE,100,DE,M
588,2023,SE,FT,Business Intelligence Engineer,170000,USD,170000,US,0,US,M
590,2024,SE,FT,AI Architect,197500,USD,197500,US,0,US,M
592,2024,SE,FT,Data Science Consultant,122000,USD,122000,US,0,US,M
593,2024,SE,FT,ETL Developer,99500,USD,99500,US,0,US,M
594,2024,MI,FT,Business Intelligence,150000,USD,150000,US,0,US,M
595,2023,SE,FT,Data Engineer,133300,USD,133300,US,0,US,M
596,2023,SE,FT,Decision Scientist,204500,USD,204500,US,0,US,M
597,2023,SE,FT,Data Analyst,75000,GBP,92280,GB,0,GB,M
598,2023,SE,FT,Data Scientist,187000,USD,187000,US,100,US,M
599,2024,MI,FT,Data Scientist,162000,USD,162000,US,0,US,M
600,2022,SE,FT,Data Architect,190000,USD,190000,US,100,US,M
602,2023,SE,FT,Analytics Engineer,235400,USD,235400,US,100,US,M
603,2023,MI,FT,Data Engineer,100000,USD,100000,US,0,US,M
604,2024,SE,FT,Analytics Engineer,140000,USD,140000,CA,0,CA,M
605,2023,SE,FT,Data Scientist,166000,USD,166000,CA,100,CA,M
606,2023,SE,FT,Data Engineer,199000,USD,199000,US,0,US,M
608,2023,SE,FT,Data Scientist,245000,USD,245000,US,100,US,M
610,2023,MI,FT,AI Engineer,225000,USD,225000,US,0,US,M
611,2023,SE,FT,Data Engineer,133800,USD,133800,US,0,US,M
612,2023,SE,FT,Analytics Engineer,84000,USD,84000,US,0,US,M
613,2024,EN,FT,Data Analyst,75065,USD,75065,US,100,US,M
614,2023,SE,FT,Data Scientist,240000,USD,240000,US,100,US,M
615,2023,SE,FT,Data Architect,170000,USD,170000,US,100,US,M
616,2023,SE,FT,Data Scientist,295490,USD,295490,US,0,US,M
617,2023,MI,FT,Machine Learning Engineer,135000,USD,135000,US,0,US,M
618,2024,EN,FT,Data Analyst,153000,USD,153000,US,100,US,M
619,2023,SE,FT,Data Scientist,370000,USD,370000,US,0,US,M
620,2023,SE,FT,Data Operations Engineer,240000,USD,240000,US,0,US,M
621,2023,MI,FT,Data Engineer,130000,USD,130000,US,100,US,M
622,2024,SE,FT,Machine Learning Engineer,137500,USD,137500,US,0,US,M
623,2023,EX,FT,Head of Data,172200,USD,172200,US,0,US,M
624,2022,MI,FT,Data Engineer,120000,USD,120000,US,0,US,M
625,2022,MI,FT,Data Analyst,135000,USD,135000,US,100,US,M
626,2023,SE,FT,Data Architect,90000,USD,90000,US,100,US,M
627,2023,EN,FT,Data Analyst,75000,USD,75000,US,100,US,M
628,2024,MI,FT,Data Science Practitioner,68400,USD,68400,US,0,US,M
629,2022,SE,FT,Data Scientist,159000,USD,159000,US,0,US,L
630,2022,SE,FT,Data Scientist,80000,GBP,98506,GB,0,GB,M
631,2023,SE,FT,BI Developer,167500,USD,167500,US,0,US,M
632,2023,SE,FT,Data Architect,180000,USD,180000,US,100,US,M
633,2023,EN,FT,Data Analyst,41419,USD,41419,US,100,US,M
634,2023,SE,FT,Machine Learning Engineer,176000,USD,176000,US,0,US,M
635,2023,SE,FT,Data Analyst,153600,USD,153600,US,100,US,M
636,2024,MI,FT,Data Engineer,158000,USD,158000,US,0,US,M
637,2023,SE,FT,Computer Vision Engineer,210000,USD,210000,US,0,US,M
638,2024,SE,FT,Data Science,162000,USD,162000,US,0,US,M
639,2023,MI,FT,Data Analyst,110000,USD,110000,US,100,US,M
640,2023,SE,FT,Research Scientist,163200,USD,163200,US,0,US,M
641,2024,SE,FT,Data Engineer,100000,USD,100000,US,0,US,M
642,2024,MI,FT,Data Scientist,166000,USD,166000,US,0,US,M
643,2023,MI,FT,Machine Learning Engineer,75000,GBP,92280,GB,100,GB,M
645,2024,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M
646,2023,EN,FT,Data Engineer,187000,USD,187000,US,0,US,M
647,2023,SE,FT,Machine Learning Engineer,191400,USD,191400,US,0,US,M
649,2023,SE,FT,Analytics Engineer,82920,USD,82920,US,100,US,M
650,2023,SE,FT,Business Intelligence Analyst,198200,USD,198200,US,0,US,M
651,2023,SE,FT,Applied Scientist,260000,USD,260000,US,0,US,L
652,2023,MI,FT,Applied Scientist,222200,USD,222200,US,0,US,L
653,2023,SE,FT,Research Engineer,196000,USD,196000,US,0,US,M
654,2024,SE,FT,Data Operations Specialist,55720,USD,55720,US,100,US,M
655,2022,SE,FT,Data Engineer,135000,USD,135000,US,0,US,M
656,2023,SE,FT,Data Engineer,275300,USD,275300,US,100,US,M
657,2023,SE,FT,Data Scientist,121000,USD,121000,US,0,US,M
658,2023,SE,FT,Data Analyst,105000,USD,105000,US,0,US,M
659,2023,SE,FT,Data Analyst,127000,USD,127000,US,100,US,M
660,2023,SE,FT,Data Scientist,135000,USD,135000,US,0,US,M
661,2023,SE,FT,Data Scientist,171000,USD,171000,US,0,US,M
662,2023,SE,FT,Machine Learning Engineer,276000,USD,276000,US,0,US,M
663,2024,SE,FT,Machine Learning Engineer,258800,USD,258800,US,0,US,M
664,2024,EX,FT,Data Science,204000,USD,204000,US,0,US,M
666,2022,SE,FT,Machine Learning Engineer,204500,USD,204500,US,0,US,M
667,2023,SE,FT,Machine Learning Engineer,204600,USD,204600,US,0,US,M
668,2024,MI,FT,Data Scientist,85000,USD,85000,US,0,US,M
669,2024,MI,FT,Data Analyst,84000,USD,84000,US,0,US,M
670,2022,SE,FT,Data Scientist,36000,EUR,37824,ES,0,ES,M
671,2022,SE,FT,ML Engineer,160000,USD,160000,US,0,US,M
672,2023,MI,FT,Data Engineer,169000,USD,169000,US,0,US,M
673,2023,EN,FT,Data Engineer,160000,USD,160000,US,0,US,M
674,2023,SE,FT,Research Scientist,205500,USD,205500,US,0,US,M
675,2023,SE,FT,Data Quality Engineer,121400,USD,121400,US,0,US,M
676,2023,MI,FT,Research Scientist,125000,USD,125000,US,0,US,M
677,2023,SE,FT,Data Scientist,190000,USD,190000,US,100,US,M
678,2023,SE,FT,Data Scientist,214872,USD,214872,US,100,US,M
679,2024,SE,FT,Data Engineer,140000,USD,140000,US,100,US,M
681,2024,MI,FT,Data Scientist,110000,USD,110000,US,0,US,M
682,2023,MI,FT,Data Analyst,95000,USD,95000,US,100,US,M
683,2024,SE,FT,Analytics Engineer,96700,USD,96700,US,100,US,M
684,2024,MI,FT,Data Engineer,162000,USD,162000,US,100,US,M
685,2023,SE,FT,Data Scientist,93300,USD,93300,US,0,US,M
686,2023,SE,FT,Data Analyst,155000,USD,155000,US,0,US,M
687,2024,MI,FT,AI Engineer,73100,USD,73100,US,0,US,M
688,2024,SE,FT,Data Engineer,130100,USD,130100,US,0,US,M
689,2023,EN,FT,Data Analyst,39000,GBP,47985,US,0,US,M
690,2022,SE,FT,Data Engineer,215000,USD,215000,US,0,US,M
691,2023,SE,FT,Data Scientist,198200,USD,198200,US,100,US,M
692,2024,EN,FT,Data Analyst,64000,USD,64000,US,100,US,M
693,2023,SE,FT,Analytics Engineer,209000,USD,209000,US,0,US,M
694,2023,SE,FT,Machine Learning Engineer,122700,USD,122700,US,0,US,M
695,2023,SE,FT,Data Scientist,122700,USD,122700,US,0,US,M
696,2023,MI,FT,Data Scientist,90000,EUR,97171,IE,0,IE,M
697,2023,SE,FT,Data Engineer,163800,USD,163800,US,0,US,M
698,2023,EN,FT,Data Analyst,55000,USD,55000,US,0,US,M
699,2024,SE,FT,Analytics Engineer,92000,USD,92000,US,100,US,M
700,2023,SE,FT,Machine Learning Engineer,73200,EUR,79032,LT,0,LT,M
701,2023,SE,FT,Data Scientist,125000,USD,125000,US,100,US,M
702,2024,SE,FT,Applied Scientist,209000,USD,209000,PL,100,PL,M
703,2023,MI,FT,Applied Scientist,125000,USD,125000,US,0,US,M
704,2024,MI,FT,Data Engineer,110000,USD,110000,US,100,US,M
705,2023,MI,FT,Data Engineer,149600,USD,149600,US,0,US,M
706,2023,MI,FT,Data Analyst,61800,USD,61800,US,100,US,M
707,2021,EX,FT,Head of Data,230000,USD,230000,RU,50,RU,L
708,2023,SE,FT,Research Engineer,261500,USD,261500,US,0,US,L
709,2023,SE,FT,Business Intelligence Analyst,110600,USD,110600,US,0,US,M
710,2023,SE,FT,Machine Learning Scientist,200000,USD,200000,US,0,US,M
711,2023,SE,FT,Data Scientist,234000,USD,234000,US,0,US,M
712,2022,SE,FT,Data Engineer,180000,USD,180000,US,0,US,M
713,2022,MI,FT,Data Analyst,102640,USD,102640,US,100,US,M
714,2023,SE,FT,Data Scientist,138000,USD,138000,US,0,US,M
715,2024,MI,FT,Data Engineer,132000,USD,132000,US,100,US,M
716,2024,EN,FT,Data Engineer,115000,USD,115000,US,100,US,M
717,2024,SE,FT,Data Engineer,205000,USD,205000,US,0,US,M
718,2020,MI,FT,Data Scientist,45760,USD,45760,PH,100,US,S
719,2023,EX,FT,Analytics Engineer,200000,USD,200000,US,0,US,M
720,2023,SE,FT,Data Engineer,205000,USD,205000,US,0,US,M
721,2024,SE,FT,Machine Learning Engineer,216700,USD,216700,CA,100,CA,M
723,2022,SE,FT,Applied Machine Learning Scientist,108000,USD,108000,US,0,US,L
724,2023,SE,FT,Data Engineer,252000,USD,252000,US,100,US,M
725,2024,SE,FT,Data Engineer,137500,USD,137500,US,0,US,M
726,2024,MI,FT,Data Engineer,123000,USD,123000,US,0,US,M
727,2023,SE,FT,Applied Scientist,196000,USD,196000,US,100,US,M
728,2023,SE,FT,Machine Learning Engineer,226600,USD,226600,US,0,US,M
729,2023,SE,FT,Data Engineer,158620,USD,158620,US,0,US,M
730,2023,SE,FT,Data Engineer,68637,USD,68637,US,100,US,M
731,2023,SE,FT,Research Scientist,235000,USD,235000,US,100,US,M
732,2023,SE,FT,Data Analyst,125000,USD,125000,US,100,US,M
733,2023,MI,FT,Data Analyst,40000,GBP,49216,GB,0,GB,M
734,2023,SE,FT,Data Scientist,185000,USD,185000,US,0,US,M
735,2022,SE,FT,Data Scientist,81500,USD,81500,US,0,US,M
737,2024,MI,CT,Data Analyst Lead,200000,NZD,125000,NZ,50,NZ,S
738,2023,MI,FT,Research Scientist,155000,USD,155000,US,0,US,M
739,2023,MI,FT,Data Engineer,62000,EUR,66940,ES,100,ES,M
740,2023,MI,FT,Data Engineer,190000,USD,190000,CA,100,CA,M
741,2023,SE,FT,Data Scientist,167500,USD,167500,US,0,US,M
742,2023,MI,FT,Data Engineer,260000,USD,260000,US,0,US,M
743,2023,SE,FT,Data Science,86000,USD,86000,US,0,US,M
744,2024,MI,FT,Machine Learning Engineer,175000,USD,175000,US,0,US,M
745,2023,SE,FT,Data Engineer,128000,USD,128000,US,100,US,M
746,2023,SE,FT,Data Analyst,165000,USD,165000,US,100,US,M
747,2023,SE,FT,Business Intelligence Engineer,241300,USD,241300,US,0,US,L
748,2021,MI,FT,Machine Learning Engineer,74000,USD,74000,JP,50,JP,S
749,2024,SE,FT,Data Scientist,155600,USD,155600,US,0,US,M
750,2023,SE,FT,Research Scientist,165000,USD,165000,US,0,US,M
751,2024,MI,FT,Data Analyst,70000,USD,70000,US,0,US,M
752,2023,SE,FT,Data Scientist,156000,USD,156000,US,100,US,M
753,2023,SE,FT,Data Engineer,170000,USD,170000,US,0,US,M
754,2023,MI,FT,Data Science Lead,134326,USD,134326,US,0,US,M
755,2023,SE,FT,Data Architect,193000,USD,193000,US,100,US,M
756,2024,SE,FT,Research Scientist,146000,USD,146000,US,0,US,M
757,2023,SE,FT,Data Scientist,186300,USD,186300,US,100,US,M
758,2024,SE,FT,Data Architect,115000,USD,115000,US,0,US,M
759,2024,SE,FT,Data Engineer,190100,USD,190100,US,100,US,M
760,2024,EN,FT,Insight Analyst,50000,USD,50000,US,100,US,M
761,2023,SE,FT,Data Modeler,147100,USD,147100,US,0,US,M
762,2023,SE,FT,Data Science,115000,USD,115000,US,0,US,M
763,2022,SE,FT,Data Architect,131300,USD,131300,US,100,US,L
764,2023,SE,FT,Data Engineer,107600,USD,107600,US,0,US,M
765,2022,SE,FT,Data Scientist,210000,USD,210000,US,100,US,M
766,2023,SE,FT,Data Analyst,100000,USD,100000,US,100,US,M
767,2023,MI,FT,Data Manager,115500,USD,115500,US,0,US,M
768,2024,MI,FT,Machine Learning Operations Engineer,160000,USD,160000,US,0,US,M
769,2024,EN,FT,Data Analyst,106960,USD,106960,US,0,US,M
770,2024,SE,FT,Data Analyst,153900,USD,153900,US,0,US,M
771,2024,EX,FT,Head of Data,250000,USD,250000,US,100,US,M
772,2023,SE,FT,Data Analyst,115934,USD,115934,US,100,US,M
773,2024,SE,FT,Business Intelligence,100000,USD,100000,US,0,US,M
775,2023,SE,FT,Data Engineer,269100,USD,269100,US,0,US,M
776,2023,SE,FT,Machine Learning Engineer,204000,USD,204000,US,0,US,M
777,2024,SE,FT,Applied Scientist,290000,USD,290000,US,100,US,M
778,2024,SE,FT,Machine Learning Engineer,250000,USD,250000,US,0,US,M
780,2024,MI,FT,Data Analytics Manager,68637,USD,68637,US,0,US,M
782,2023,SE,FT,Data Engineer,94000,USD,94000,US,0,US,M
